text,label
तयच हफचडड वलयन नट सवसत कल महणन त इथ टवटव करतय नहतर तझय भषवरन वटत नह क त त पण वकत घऊ शकल असत,1
तयल वतय तचय खसयतच चललय भकततल महत नई भरतत जवड लक रहतत त सगळ टकस भरतत टकस चय पषयन ह सगळ चलत,0
इतरन वचरणयआध भजप परवशनतर बहशब सपतत परकरणतल आरप कपशकर सह पवतर कस झल,0
भव बहरच हद भषक भयय आह त तयच थड तर आदर करय र थट कतरय वगर नक,1
नवडणक लबवणयसठच ह सरव सर आह,0
य दवसरवभतष भकतरपण ससथत नमसतसय नमसतसय नमसतसय नम नम घटसथपन व शरदय नवरतर उतसवचय आपण सरवन मगलमय शभचछ,0
चट आण मतरच बल पळ कय आह ऐकयचय वनमलय ऐकणयसठ आजच सनवलवर रजसटर कर Snovel Chintoo Audiostories,0
चतय गज कम मरत ज सवतच लयक कय त बलत कय मतशर सलवहर ओक १० जनपथ आण आत डकत च तळव चटन आप आय बहर आय महणन मजर करणयत तझ दकन चललय,1
तमच लयक तझ लयक शणकडय इतक आह शण गमतरच रजकरण करणऱय तजय बपल तझयसरखय कडयच कहच कमत नह ह लकषत अस द,1
आज पजब आण यप मधय लकततरवर घव जणर आह,0
जय पकषच नत खलचय सतरच रजकरण करत असल नवडणकसठ महरषटरच अपमन करत असल अश नतयल आण तयचय पकषल कणच उभ कर नय,1
ह र भकडय महणन तय सपतत वढन रहल आण दशतल तरण बरजगर हऊन रहल त चटत रह तझय दवणलच बधलल ह,1
पण नतर त सरवधरमसमभव आलमगर जद पर न पनह बधन पपपरकषलन करन दवच पतर ज यश तयचय परतयक जयतल लल गडवलय टपय व कक गरगरब रयतस वटल आहत त वकतपडय मध यवषय सपरण महत आहच खद वटत परगम महरषटरत लक अस लहतत,0
एकच चरच यव मरच,0
मझय धरव मतदरसघतल ववध नवरतरतसव मडळन भट दऊन आई जगदबच मनभव दरशन घतल,0
नरगनड सपड ईल पकड bcci क बलल,1
आतमयच कलयण करणयसठ सदगर सत रमपल ज महरजच मगल परवचन एक,0
टपटप बरस पनवर पकसतनचय खसदरन कल जबरदसत डनस वहडओ इटरनटवर घलतय धमकळ,0
य यशबददल भजपच परदशधयकष चदरकतदद पटल ठकठकण करयकरतयचय पठश भककमपण उभ रहलल लकपरतनध पदधकर यचह मनपरवक अभनदन,0
कदरय गहसचव अजय भलल महणतत करन चय परशवभमवर गरद कर नकआण up मधय अमत शह यच सब खप गजल महणज कदरमधल मळ दसत नहय असच एकदरत चतर दसत आह तमच परतकरय,0
ओमकरन कवड via,0
जलसपद वभगचय अभयतयल नसत पस मगत भऊ cd च,0
भगव महणज फकत रग नह तर आमच ओळख आह जय शररम शभ रतर,0
अत उतकषट नतय करणर WeSupportSonaliPatil,0
फडणवस तझ बप असल तस पवर मझ नहय पगय अजन घ नत चढवन,1
लकन टपय लवयच कम बरबर जमत हयल,1
खरखर यन करन झल आह क नह हच खतर नह लकचय मनत भत नरमण वहव यसठ अश नटक करणयत रजकरण आण बरच अभनत कशल आहत तर बर य सरवन दन डस घतल आहत यवरनच लस बकवस आहत हच सदध हत,0
ओ मवश नवन कहतर बल त टलकट आत उघड पडलय भरतचय पतपरधनसठ ज नवन घर बधल जईल तथ मदच कयम रहणर यच खतरच आह क तमहल,0
सहज सहज social media वर शवय दन टळत पण ह कय नववळ चतय पण आह,1
रमदस भकरचट हततझ तच पढ आह कत दवस भक मगणर,1
छतरपतबददल तल घट कह महत नह तयच पवतर नव कढन सवतच घण पसरव नकस चल नघ,0
१५ मनटसठ पलस हटव हदन दखवन दऊ महणनरय तझय भडखव भवच रजकरण कशच आह,1
सघ पबल जनमदनचय खप खप शभचयचनल वर कमरमन हव असलयस य छयचतरच वचर करव myclik,0
फरबस यदतल जगतल चथय करमकच शरमत बई दड वरष घरच भड भरत नह आण ह गवयतलय गरबन वरषल ७२ हजर रपय दणर महण,0
मरठ मणसन मरठ मणसच मरल म SameerWakhendeNationalPride हयन सपरट करतय शवसनन मरठपण आण हदतव सडलय लज वटल पहज,1
रलयनस जओनतर Google आत एयरटलमधयह हजर कटच गतवणक करणर Google Airtel Jio RelianceJio,0
भजपन तजण सरखय मजरडय नतयचयपरशवभगवर ओलय बबच फटक मरन तयल पकषतन तबडतब धकक मरन हकलन दयवअसलय तयचय नगरसवक पतनलह नरळ दयव take strictest action without wasting more time,1
अगद बरबर वशषत उचचभर वरगतल आण सधसध शकषत तस परतयक कषतरत आहतच लकन जसत नकसन कल,0
एककड फसव पगरवढ दसरकड नलबनच नटस मवआ चवसन,1
तयतल एक गवठ आह,0
भकऱयचय गरदतन वट कढत जत असतन एक भकर महणल महरज दन कर म महणल एवढ दणकट आहस कह कम क नह करत त परशनतमक उततरल भकष मगण ह दखल एक कमच नह क तमह मदरत कह मगणयसठच जत न म इथच मगत ह वषय,0
80 वरषच झल तर अककल आल नह लक महणत आहत खळचट जबरदसतन दकन बद ठवन लक मत दणर आहत क लक शवय घलत आहत पशट असतत रकषन जणरन पण मरहण बअकलपण आह ह शवट गललतल हच आज दखवन दल,1
वनत मडळ छद लग वचनच एक वचनलयच परवस नरयण कळ जनहव आण मधव टळक शनवर 30 ऑकटबर 2021 दपर 12 वजत,1
आहत कह भचद लक ज आपलयल सवतहन डएम करतत कणवषय कहतर बलतत SS घऊन फटशप करन तसऱयच कणलतर पठवतत आण जयल पठवतत त तर अजन मद खर समजन आपलयलच धमकय दतत,1
आजपसन वहटसॲपवर शवरयच तलन करणर मसज यतल पण फस नक य गजरतयच तलन छतरपत शवज महरजसबत हऊच शकत नह लकषत ठव गजरतमधय जनमललय औरगजबन अनकन फसवल हत अगद वढदवसल बलवणयच बहणयन छतरपतन कद कल हत गफल रह नक,0
चनच पण ठसन मरलयच लकषण जगजग दसत नहत क डळयवर पटट ओढलय क यमध लल वगरच सबध यत क चन आरथक दषटय तमचयपकष पचपट मठ करन ठवल तयल खनगरस पलवळ जबबदर तरह गलवन अस क आणख कठ LAC ओलडणयच तयच छत हत नह,1
जथ पलस च सरकषत नह तथ सरवसमनय जनतच कय परसथत असल दव जन इथल मरठ भय तयच जञन पजतत,1
मदबदध आह र त पण तमह आहत सततच लचर आत झक मरन पय चटल जत आहत नकल गध फमल च कठ गलय वघचय डरकळय तय इटलयन न मजर पकष गरब बनवल आह,1
ह मदरचद पतरकर क 1 वरषपरवच खणन कढतय,1
अर तल वचरतय हगऱय त मल फमल च कमबनशन वटतय,1
गणपत बपप मरय marathi marathistars ganpati ganpatibappamorya bappamajha bappa ganpatibappamorya bappamajhaofficial mymumbai lalbaugkar moryamajha utsavarambh maharashtraclick repost repost pune mumbai gajanan Dm for pc,0
आतररषटरय सगत महवदयलयच उदघटन लत ददचय हसत हणर हत मतर दरदवन त हऊ शकल नह परत लत ददच सवपन परण करणर आह आज मगशकर कटबयच सतवनपर भट घतल यवळ उषतई आदनथ ज मयरश प उपसथत,0
आर आई झवडय सगळ कड बमन बमन कय घलत बमण न झवल हत क तजय आइल लवडय,1
त तर कतरय च धरम पळतस र,1
आल भकरचट करडट घययल पढ लगच कमचय नवन बब पण नचयल पढ,1
तर पण पवरवर टक करव लगत अड भकतन Face with tears of joyFace with tears of joyFace with tears of joyFace with tears of joy तयशवय 40 पशच भक नह मळत तमह लवरस भकमगय लकन Face with tears of joyFace with tears of joyFace with tears of joyFace with tears of joyFace with tears of joy,1
मनपकष अधक सपक जग कठल ह नह करण तथ ज कह परल जत त नशचतच वढत मग त वचर अस दवष अस अथव परम 11pmWords,0
आमचय नतयन मरठ नह वपरल तर तयल बवळट गढव महणत आण तयचय नतयन नह वपरल तर तयल फकत गढव महणत,1
म पण ५ वजत क नह उठत लघव करत आण परत झपत मग थट ९ वजत उठत cp,0
तझ भष कणतय लयकच आह र चगय,1
सर एक fc मधल मलल एक मलन गलब दतनच फट आह त टकयच क,0
आल आल बळतन बहर आल गटरहग,1
अब भसडचय आल मल बळसहबच आठवण तस ह तमह तयच वचर पयदळ तडवलत,1
सवतचय जओ यनवरसटचय इजनयरसन कध मटवट करणर मदझ,0
रजच वयफळ खरच बचतचय रपत सठवल तर आयषयत पढ हणर धवपळ टळल जऊ शकत,0
अभनदनतयच बरबर मझय सरखय लहनश करयकरतयच एक छटश सचन आहककणत पकष वढसठ लकष दयवजलहयत जन वकस करय समत गठत करणयत यवआण समत मरफत यणऱय तय भगतल वकस कमच नवदन कगरस मतरयन आपलय शफरशन ततकळ मजर करवत,0
2024 परयत भजपचय करवय आमह सहन करत रह सजय रऊत 2024 नतर सपड सफ हणर शनच सहण करयच गरज रहणरच नह चवसन तघड फशवसन,1
महरषटरन सवततरयच पररण समत सतर शकषणच वचर आण बरयच चगलय गषट दशत फलवलय आहत आपलय घरतलय वईट गषट दसरयचय घरत टकयच ससकर महरषटरत नहत,0
आत आमहल वहन घऊन य महणज गलब यगय वयकतल दल जईल,0
मटय उदयजक पसन त समनय तयल समनय लकपरयत तमचय कमच पवत पहचल पहज,0
कह दवसपरव वरधक असनह अभयस वटणर भई गलय कह दवसत नववळ बदध वट लगलत आण मरख वटणर सजय झ आत बलनसड वट लगल आह मझ आतम तझयत तझ आतम मझयत,1
पटरलपप पहल बद कल पहजत झक मरन लक आपआप घर बसतल बरबर न,1
यग परन ससरत लकष दऊन नवर आण लकर सभळव उगच कसयल महतऱयल लगन करणयस सगव,0
महरषटरतल एक नबरच दलल टकर व दलदर चनल महणज टवह 9,1
मरठ मडयच अजडच ह आह सवत नरलजय हऊन क हईन पण मळ मदद भरकवटयच,0
BMC इथ डळ झकन बसल आह लचखर हरमखर बईमन लक मल तरस दणयच षडयतर रचत आहत बएमसन तयच अवध पण कनकशन कपल आह,1
त दश नह मगत भसनळयफरक कळत क,1
वनखडचय मरठपणवर गळ कढणर लक वशवस नगर पटलवर करट समयय गरळ ओकत असतन कठ गज ओढत हत,1
जयन लवकर शरमत बनयचय तयन पतरकर बनव अस य उदहरणवरन समनयन वटणर नह क,0
जबरदसत खदकम सहब मखयमतरयकडनह शबसक महरषटरच रजकय ससकरत पयदळ तडवन कण कत गटरछप भष वपरल तर अतयत सयमन परवयनश कहच कळ करनम व खर चहर महरषटरसमर आणल तमचय लढयत सपरण मवआ सरकर सबत आह,1
कषतरय वदयरथन परमख यचय रतनगर शहरचय परवसत ववध करयकरतयचय नवससथन परवस करणयत आल,0
पणयतल आठह जग भजपकडच चदरकत पटलच सचक वकतवय,0
आध दत हत तय वळ तयतन घत घत अटन मइन जगतल 4 न च सरवत शरमत महल झल तय वळ वचरयल जमल नह तमह दल तयतन 2ज घटल हलकफटर घटल अजन ऐस कत घटल कल तयवळ जमल नह वचरयल क आश वळ फटन हतत यत,0
तयगमरत_मत_रमई आमच दवत रमई मत,0
मबई त रसतयवर भक मगत फरणऱय ग जरत चय सएम च लयक कय र तच असल लयक ज 106 रकमटकडय महरषटर दरह भयय च आह सधय लयक,1
तमह सध हतयकडच नषध कलल क कशमर हतयकडच नषध कल क महरषटर मतर मडळ १००कट वसलच नषध कल क उदधव ठकर १९ बगल यच नषध कल क,1
गवगड अण मखयमतर मधय फरक कळनस झल आह,1
वलय च वलमक झल आण रमयण घडल य वलय च ढग झल पण वटमर नह सटल renamamiya Hyderabad,1
हटलर सन पर थकत ह भरत भकत मळल सरकर आण आपल फवड लचर महरषटरल करन च रजधन करन दखवल सध हतयरन बलवर सडन दखवल कगनच परपरट तडन दखवल रटयरड army officerla मरन दखवल दश आण ssr हतयकड घडवन दखवल IsupportArnabgoswami,1
परततस वगन रसत झडण शकय आह यच इजन कषमत 5005 सस असन ह मशन दनह बजच बरश आण मधय भगतल बरशचय सहययन रसत सवचछतच करय करत मधय भगतल बरशच लब 1500 एमएम तर दनह बजचय बरशच वयस 600 एमएम एवढ आह,0
छतरपत सभजरज रजयभषक दन मनच मजर छतरपत सभजमहरज,0
मल एकद पनरजनम घऊ दय य छपर सशयल बघन घईन,1
मद सरकरन हवळ अधवशनचय पहलयच दवश 3 कष वधयक रदद कल WinterSession FarmLaws,0
मळत त शतकर हत क अतरक हत करण पतपरधन सरखय अत महततवचय तफ अडवण व पजब पलसन तयत नषकरयत दखवण ह फकत कटचच भग आह,0
बगल दशमधय हद नहतच नसत शड तलक जनव आण मगलसतर कक ह आमच हदतव नह तयच सत झल आह कय तरच आमह तयन हद मन आण महणनच आमच CAA_NRC ल वरध रहल,0
य आईघलय आजमखनच गडसचय वषटशह तलन हऊ शकत नह,1
अवधत वघ यन वडयचय इसपतळत दखल करयच गरज,1
16 दसबर क HYSEA वरषक नवचर शखर सममलन और परसकर,0
कडगपणच अमरयद वकस झल क तयतनच सवतचय परल अमरकल धडन दसरयचय परन शसकय मरठ शक अस उपदश करणर तयर हतत,0
नच आण कळसवण परवतत भजपचय नतयचय रकतत आह ह जमत दशचय रजकरणल लगलल कनसर आह,1
अर झवडय मकडतड डककड तझ आई वडल र कतरय,1
यक नबर चतय बनवल य सरकरन कत मलच वटळ झल कय महत र दव व य त परत कद आमच कड मदरचद,1
रबट ककग,0
आवश तर अस हत क जण कह टकलय जमस बणडच,1
त तच न जयच बहण मललय बरबर पळन गल आण त मदत तल मदत कलस महणन तझय बपन तल घर बहर कढल कळबदव ल चमडगर करतन पकडल गलस तझ धड कढल त तच न कय लकवर टपपण करत तझ सवत च थबड रडचय भक सरख आह,1
वकल आह महणत यडय डकयच,1
यदध भजप आण चन मधय नह भरत आण चन मधय आह ह वसर नक भजप वरधत सदसदववकबदध जगत अस दय,0
1764 त 1772 दरमयन मरररव घरपड यचय नततवखलल लढईत मरठयन हदर अलच परभव कल य परभवनतर मरठयच बदल घणयसठ हतश झललय हदर अलन अस कळ नवडल जवह मरठ समरजय 1775 त 1782 दरमयनच अतरगत वद सडवणयत वयसत हत,0
आमदरकसठ आतर असललय रज शटट यन शतकऱयन नयय मळवन दणयसठ न दर कल न आदलन फकत ओझरत टक करन कय उपयग शतकरवरध_रषटरवद_शवसन_कगरस शतकर_वचव ओल_दषकळ,0
खजप नमक कणतय परणयच हडक टकत य असलय चतकरपढ तच कळत नह रव कत चघळतत रव,1
ज आदलनकरतय शतकऱयन नकल शतकर महणत हत तच आज भककम एकजट पहन झकल आत आमहच कस तरणहर आहत ह दखवयल तयच सरवत हईल,0
तमह आमच दवत,0
बलवड वल मरतत गज कण चलवतय र टरड,1
आत तय घट कलज चय टपय घरघर वटप करत फरणर एक मसकटत मरलयवर ग पय लवन पळन गल कय तयग शकवत हत खस च,1
परशसनचय हतवर तर दऊन पळन जणर बधत रगण ह नषकरय ठकर सरकरचय षढतच उदहरण आह MaharashtraBachao,0
झकस आत यवर जर नरज च कमट आल तर चर चद लगतल पसटल,0
ऑलपकमधय भरतल पहल वयकतक पदक मळवन दणर महन कसतपट खशब जधव यन जयतनमतत वनमर अभवदन,0
तच भकमग ज मदर झलयवर समर भक मगत बसतल आण रज भडर कध सर हत यच वट बघतत,1
बळरजयचय जवनत उरलत फकत कटच कट अन ओलय जखम गलब_वदळ ओल_दषकळ सरसकट_मदत,0
महरषटरत ओडसमधन मठय परमणवर गज तसकर करन आणल जत असलयच बतम अमल पदरथ वरध पथकल मळल हत Ganjaseized drugcrime culpritarrested mumbaipolice sakalnews,0
अजत डवल यच 2019 चय नवडणकसठ भजपच मखय परचरक महणन नवडच अधकत घषण अजन झल नह न AjitDoval,0
दतड महणज कय यच सदरभसहत सपषटकरण दययच झल तर ह दखल नककच दत यईल,0
लजप खसदर रप कसमधय टवसट शरर सबध ठवलयच कबल 2 लख रपयह दल LJP LokJanshaktiParty PrinceRaj ChiragPaswan Bihar RapeCase,0
गलय महनयत भरतरतन ड ए प ज अबदल कलम ईलरनग सकलच उदघटन सहळ उतसहत सपनन झल यतय शकषणक वरषत ह शळ वदयरथयचय सवत रज करणयसदरभत नयजन सर आह,0
tag इजन वलय सहबन कर तयच दवत आह त परदर,0
लळ लगलल बसकट खणर जमत तमच भडयन कशल उग तय हगलचय मणसल बदनम करत भमटय,1
मकय तचयसठ तझ म रब दखत ह गण महणल पण त सघ नघल बचचर_मकय,1
ह पण MasterStroke हत तयच MakeInIndia initiative चय अतरगत आत सरव वडओ इथच बनवल जतल उगच परन सईटस बद नह कलय तयन भकत सगत हत मल,0
वरट भउज त अनषक तई तमहल करव चथ उपस आण चळणतन बघयल अजन 2 4 तस वट बघ शकतपण तमह कह out वहयच घई कर नक जरदर खळ नहतरपबलक तच चळण तटस तर शवय घलतल ViratKohli indiaVsPakistan,1
अर झट तल कण कढल हच तल महत नह बन बपच त भडखव,1
व र भतखळ अवलद कय उदहरण दलस तमह सल कसन हतयरच,1
अस सपरमरकट मधन वईन वकर य वषयवरन लकष वचलत करणयसठ ह कळसवण परकर उपमखयमतर पदल शभत नह कपय ददन गरमण भगत पय पय फरव शतकर कत वजत शतल पण दत तयच अनभव घयव कत मजर दल जत यच अभयस करणयच गरज आह,0
ममत कक पपप भई आण पक जजज चय daring च दद दययलच हव हय हरमखर नट आण चतय बवळट मरख वयवहरजञनशनय खळ खळचट सजय रऊत ल शजर उभ करन फट कढयच महणज कमल daring आह,1
नघ कळतडय,1
मतच रजकरण करणय सठ पलवम सरख हलल घडन आणऱय नच मनवद परवतत आपलयच गटत भटतल,0
अर हदसथन भऊ त शकषनमतर कय बनतस यडझवयजर मठ वचर कर मठ भडय PM material आहस त PM सधयचय अडणचटल कट क टककर नकल लवड पहल फरसत म कलकरण म मरठ रम,1
वरट कहल अड टम इडयल नरप दतन भवनक झल रव शसतर मरल कडकडन मठ,0
मगल सत वरषपसन अश वकत दलदर लकच सखय वढतच चलल आह सततचय हवयसपट मणसक जर मतत,1
लगच मझय डळयसमरन 2006 मधय ततकलन पतपरधन मनमहन सगज ह तयवळ सरवत जसत शतकऱयचय आतमहतय असललय वरध जलहयतल वयफड य गवत आल हत त घटनकरम गल,0
फकत गणय गणरयपकष दशच अत महततवककष यगदन दणर वयकत शरषठच,0
आपण य यव मळवयच सकषदर हवन मळव यशसव हणयसठ आपलयल ज कह दलल जबबदर चखपण पर पडल तय बददल आपल सदध आभर,0
घटय सरवस बगस कपन,1
महणज ह गवभर फरलल नतश सवत मनय करतय क रजकरण कत घणरड आहपरतयक पकषत तरणन यपसन दर रहव हच मसज दत आह नतश रहल परशन नतशचएक पकषच नह रहल त कधत यच उदहरण कय दत शत पकक आह तझय भवषयत,1
यवतमळमधय परचय पणयत त बस गल आण पढ ह घडल Yavatmal ViralVideo BusDrowned,0
करनच नव सटरन पतपरधनन बलवल ततडच बठक नव दलल पढर ऑनलईन,0
ह बयलय आह बयलय बकल मडल बनवनयतच वयसत आह लज वटदय थड तर कठ नऊन ठवलय महरषटर_मझ,1
यडझवय नरसय हलक गज ओढलस वटत A घलय,1
घय परत lockdown लगणयच सकत,0
शवसन सनय आण ककसमर मजर करयल लगल आत मदर सहबवर आह,1
दवकर रवत भजप च हत कय र टकलय,1
कलहपर जलह मधयवरत बकचय नवडणकत शवसन पकषकडन ३ जगच मगण करणयत आलत पण घमड यन ३ जग दणयस नकर दल आण १५ जगवर नवडणक झल य नवडणकत शवसन परणत आघडन 3 जगवर मरल बज आण सततधऱयन फडल घम,1
अगद १००१बरबर कलत बयकन अककल जर कमच असत पढच मगच वचरच करत नहत आपल फन वपरन दसर कणल फन करल भरवस नह आपण लफडयत अडकयच आण तयत परत शतदत Out of question,1
ओक नरमल बब ज,0
कगण रणवतचय भवत तनत कललय कमडन तल चफर घरन अलवरपण वमनतळवरन बहर कढतनच चतरफत पहल आण ऐन वणवयत बवरश वयवर सडन दलल एक महल आपण पहत आहत महलवर अतयचर महणनऱय भकतन नसल दसत ह वदरक चतर,0
ह दलदर महलचयवर अतयचर करणर आण शदध असलयच वव आणणर,1
बहर मतर नतन रऊत हदमधय पसट कर पण वयकतच नव बदल नक बळ गगधर टळक,1
पलवम हललयत शहद झललय जवनचय बलदनच नवडणकत मत मळवणयसठ वपर करतन लज नह वटल क इतक नरलजज कस,0
घऊन ज गजरत ल अबन अडण ल उपकर करतय कयइकड धद करतय ततमह महरषटरच कधच हणर नहतमच जतच गददरच आहदलल सल आईल झवन बपल नमसकर करतल,1
कदवल यथल ड सधर शटट यच सटग ऑपरशन करन तयच लगक चळ चतरत करणऱय महललच कठडत डबणयच परतप मबईचय चरकप पलसन कल via,0
म तडवल असत जम परन चडडत मतयल यई परयत,0
दघ यडय गच आहत,1
तय मलचद ल भ ज प वल च मरतल सरकर बदनम सठ अनज पत कठलयह थरल जतल,0
ववक तमहल लभ तरह तमह सघटयन परषच लगतत जशल चळ करयल,1
ससदत बलतन पकषच सटर परचरक असलय सरख बलतत जय रजयचय नवडणक तथल भरभरन गणगन अन जथ सतत नह तथल मठ मतर अळण महरषटर बददल असणर आकस आण दवष वळवळ बलतन दसन यत शठ महरषटरदरह_bjp,1
थर रषटरपरम करतकरक सवततरयसनक सवततरयवर वनयक दमदर सवरकर यचय जयत नमतत सवसवरकर जनम सथन सवरकर वड भगर यथ अभवदन करतन veersavarkar swatantraveersavarkar,0
आर बललय त कशवरह लख लह तझय बपच कय जतय,1
सरकरल अककल आह क नह शवज महरजचय पणयतथल हयचय बपन ढल वजवल हत क,1
परतयक वळ BC हद दववर आकषपरह कण न कण करत असत BC चतयगर कलत न तमह पण,1
ज महमनव डबबसहब आबडकर जञनच महसगर आहत तयच वदयपठल नव दययल एक नय तर तबबल सतर वरष लगल य इथलय नच वयवसथमळ सघरष करण रकतत असलयमळ अनक पथर न जवच रन आण रकतच पण करनजतवदयचय नकवर टचचन ह,1
Video मज पतपरधन मनमहन सग यच तबयत बघडल एमस रगणलयत उपचरसठ दखल manmohansingh aimshospital,0
डन दऊद इबरहमच भच मबई पलसचय हतन नसटल यच मग शरद पवर च हत आह क SharadPawar SohailKaskar,0
नरलजज आहत महणन इकडन तकड उडय मरण चल आह,1
अर आईघलय तझय आईल बसव क,1
अर ह पण जय ठकण 3 टन डरगस सपडल तय बददल तर एनसब तडत मग घलन गपप बसल क आण वनकरण आरयन कय मग लगल,0
बरखधर_बईलय थडच आह कमवयल,1
मज मतर आमदर शर जयकमर रवल यन वढदवसचय अनक शभचछ,0
amp बचय तझ मत पजणर भकरड पणपरवलयन सभळ मरठ मणस दर पतय कव नय तथ लकष नक दऊस,1
शवट खगरस खलसतन त हच अपकषत हत तयचयकडन,1
डळयवरचय खनगरसशणक पटटय कढ आण नट पह महणज परतकर महणज कय त कळल हटग अबव द वट महणज कय असत त कळल १९६२ आठव आण शर सनक असल तर तयन सध बरफमध घलयच कपड आण धड शसतर दणयच पण अककल आण लढऊ वतत नसलयमळ LAC नरमण झल,1
वमनतळ सभवतलच परसर वकसत करन सवधयकत शहर वसवणयसठ शरड वमनतळ परसरच नवड करणयस मखयमतर यन महरषटर वमनतळ वकस कपनचय सचलक मडळचय बठकत मजर दल एरय अरऊड शरड हब एअरपरट आश अस वकसत भगच नव असल,0
चचन गड आण पचच मरन घतल,1
आण दद शटट करकट खळत यत नह पण घरत बसन चतय सरख सलल दऊन सवतल करकट एकसपरट महणणर,1
पच जणसह वधसघरषगरसत बलकल अटक वसम पठण दलवर पठण वय 36 र नतज नगर उमश तळशरम यरम वय34 र नतजनगर अश य घटनतल मतच नव आहत मतच पतन नखत वसम पठण हन अवधतवड पलस ठणयत तकरर दल,1
हमयतनगर ससयटवर शवसनच भगव फडकल NNL,0
लयक आह क तझ सवरकर बददल बलणयच जभ धजवतच कश रहल लडय,1
आधळय रजकय वरधपय आपलय सरख जषठ आण शरषठ आमदर ज अनक वरष वधमडळत आहत आण नयमच जणकर आहत तयन एक समनय टरल असलयसरख वकतवय करव यच खद वटत सहबकमन आपलय कडन अश अपकष नवहत वरध करयल इतर जग आण वयकत भरपर आहत,0
भग मदरजत झट,1
कशर औकतत बल तझ चडडछप पतपरधन असल समजल क शवसन सघच नहम आदर करत त पण नट बल तझय चहवकय पतपरधनण सरकर कपनय वकयल कढलय,1
घरत बसन पतपरधन महदयन बलवललय महतवपरण बठकल गरहजर रहन शतकर नत टकट बरबर फन वर बलयल वळ असणर कसल कतकसपद कम करत आहत जबबदर जमन सग अन रजनम दय सहब,0
तझय आईच गड पकसतन मधय ज,1
अर त अडय तल मसज वगर पठवणयचय तयरत हत तझ कय धवपळ झल असत मग,1
रम कदम यन अरनब गसवम चट व पलवम हमल यवर बलतन तड बद हत आत यवर त बलतत महणज यन रजयच कहच पडल नह,0
तझय गडत चमण हग भसडचय हरमखर बयच दलल मदरचद,1
लक शरमत झल महणज ववक झल नहतलक पस आल तस बशरम झलतयन धरम च कय आईबप ह समजन,0
ह शरमत पदव क लवत सहबन पशग दल वटत,0
भरतच धडकबज अषटपल खळड चकर षटकरच बरसत करणर गलदजमधय महततवच बळ मळवन दणर अचट झल पकडन समन फरवणर X फकटरन ओतपरत भरललय हरदक कग फ पडयल वढदवसचय हरदक शभचछ,0
अहमदबद वमनतळवर पहचलयनतर भजप करयकरतयन मठय उतसहन मझ सवगत कल यवळ मझय भटसठ उतसक असललय वमनतळ डयटवर असललय रयगड मणगव तलकयतल एक सरकष करमचऱयन मझ भट घतल यवळ तयच वचरपस कल GujaratTour,0
ऐसच पऊग चद चद कर,1
नवन भभच पचच मरल,1
तय भडखऊ ल महणव बलक कढ आण नडएक बपच अवलद असल तर झट सल,1
चनच परपगड बतम पढ ढकलतन लकमत ल लज वटल पहज,0
ह भडव आईल झवन बपल सलम करणर आज बलतच,1
आत ह अफव कण पसरवल क द बरनग टरन मधल जळकय टरनच इजन तरवय बमबसफटन उडवन लवन तयतल परवशच परण ककनच वचलवल इतकच कय तर त भरधव सटलल इजन पण सवतच चलवन रखन धरल,0
लहयल सगत क तयल उतकषट लखक आह,0
मब बक घटळ परमख आरप परवण दरकर तमचय पकषत यऊन एकदम सवछ झल गणश नईक वख पटल हरषवरधन पटल एकदम सवछ अर त सड आशष शलर गरश महजन इतक शरमत कस नकक बजप न अस कय कल,0
मडम सरकर आपलय सगत आह group D च exam वनमलय परत घत आहत जस क आपलयवर उपकरच करतय चधचर टपय फश दल पहज चकत हच टपच औकत आह,1
पण सधयचय रजकय परसथत मधय एकन तर २ गढव चढवन घतल आहत तयच कय,1
महरषटरच वज मडळ सवकर रजय सरकरकडन पठण वसल अश वटमर करण ह शतकरयन नगवणयच परयतन मधयमश सवद,0
उगचच WannaGanna वगर वपरन बलणऱयचय Kanna खल वजववश वटत Honnawednesdaythought,1
इसरयलमधय गभर दखपत झललय व लगक पनरवसनच गरज असललय सनकन सरकर खरचन अस उपचर उपलबध करन दल जतत Repost,0
ह भमट रजदपचय वटवर आह परपगड कस चलवयच हयच परशकषण घतलय यन,1
सतयशधक समजच सथपन करणररयगडवर जवन शवरयच समध शधन पहल शवजयत सर करणर वशववदनयवशवरतन महतम जतब फल यचय आज 131 व समतदननमतय वनमर अभवदन,0
भजपच आमदरहन आपल ससकत आण शलनत वसरन महल जतल कळम फसन कलकत करणयच परयतन कल आहजनसवक महणन अतशय असभय आण अहकरन परपरण मजलल वकतवय करणऱय अश आमदरल आपलय पदवर रहणयच अजबत अधकर नहअश मजरडय महलवर करवई करयल हव,0
आशरचरय चरच नसत चर करणरयल वचवणर तयन मरख सरख समरथन करणर तयचय सपरटरच असत कय तयन कळत नह क क आमह जयच समरथन करत आहत त मरठ मरठ छतरपत शवज महरज च मवळ अस बलन बलन महरषटर दरह महरषटर लटणर आहत,1
जपरयत नकरभरत मधल घटळबज आह तपरयत कतह फकस लवल आण अभयस कल कह उपयग नह,0
अर आईघलय दलत हद नसत क,1
